index,source,target
4167,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4168,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4169,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4170,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4171,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4172,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4173,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4174,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4175,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4176,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4177,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4178,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4179,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4180,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4181,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4182,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4183,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4184,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4185,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4186,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4187,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4188,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4189,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4190,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4191,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4192,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4193,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4194,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4195,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4196,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4197,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4198,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4199,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4200,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4201,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4202,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4203,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4204,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4205,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4206,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4207,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4208,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4209,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4210,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4211,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4212,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4213,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4214,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4215,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4216,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4217,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4218,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4219,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4220,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4221,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4222,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4223,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4224,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4225,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4226,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4227,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4228,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4229,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4230,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4231,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4232,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4233,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4234,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4235,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4236,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4237,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4238,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4239,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4240,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4241,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4242,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4243,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4244,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4245,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4246,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4247,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4248,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4249,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4250,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4251,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4252,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4253,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4254,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4255,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4256,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4257,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4258,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4259,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4260,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4261,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4262,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4263,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4264,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4265,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4266,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4267,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4268,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4269,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4270,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4271,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4272,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4273,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4274,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4275,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4276,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4277,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4278,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4279,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4280,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4281,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4282,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4283,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4284,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4285,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4286,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4287,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4288,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4289,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4290,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4291,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4292,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4293,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4294,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4295,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4296,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4297,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4298,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4299,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4300,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4301,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4302,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4303,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4304,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4305,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4306,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4307,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4308,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4309,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4310,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4311,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4312,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4313,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4314,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4315,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4316,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4317,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4318,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4319,"{c05}≪武具工房の親方≫{/c}
から入手可能。",Purchase: {c05}Blacksmith{/c}.
4320,"{c05}≪ＨＲ2≫{/c}の
{c05}≪クシャルダオラ≫
{/c}から入手可能。{c02}≪ＨＣ限定≫","{c02}[HC] {/c}Found in {c05}[HR 2] 
{/c}Obtain from 
{c05}Kushala Daora{/c}."
4321,"{c05}≪ＨＲ3〜4≫{/c}の
{c05}≪クシャルダオラ≫
{/c}から入手可能。{c02}≪ＨＣ限定≫","{c02}[HC] {/c}Found in {c05}[HR 3-4] 
{/c}Obtain from 
{c05}Kushala Daora{/c}."
4322,"{c05}≪ＨＲ5〜6≫{/c}の
{c05}≪クシャルダオラ≫
{/c}から入手可能。{c02}≪ＨＣ限定≫","{c02}[HC] {/c}Found in {c05}[HR 5-6] 
{/c}Obtain from 
{c05}Kushala Daora{/c}."
4323,"{c05}≪ＨＲ4≫{/c}の
{c05}≪カム・オルガロン≫
{/c}から入手可能。{c02}≪ＨＣ限定≫","{c02}[HC] {/c}Found in {c05}[HR 4] 
{/c}Obtain from 
{c05}Kamu Orugaron{/c}."
4324,"{c05}≪ＨＲ5〜6≫{/c}の
{c05}≪カム・オルガロン≫
{/c}から入手可能。{c02}≪ＨＣ限定≫","{c02}[HC] {/c}Found in {c05}[HR 5-6] 
{/c}Obtain from 
{c05}Kamu Orugaron{/c}."
4325,"{c05}≪ＨＲ3〜4≫{/c}の
{c05}≪ノノ・オルガロン≫
{/c}から入手可能。{c02}≪ＨＣ限定≫","{c02}[HC] {/c}Found in {c05}[HR 3-4] 
{/c}Obtain from 
{c05}Nono Orugaron{/c}."
4326,"{c05}≪ＨＲ5〜6≫{/c}の
{c05}≪ノノ・オルガロン≫
{/c}から入手可能。{c02}≪ＨＣ限定≫","{c02}[HC] {/c}Found in {c05}[HR 5-6] 
{/c}Obtain from 
{c05}Nono Orugaron{/c}."
4327,"{c05}≪ＨＲ2≫{/c}の
{c05}≪リオレイア亜種≫
{/c}から入手可能。{c02}≪ＨＣ限定≫","{c02}[HC] {/c}Found in {c05}[HR 2] 
{/c}Obtain from 
{c05}Pink Rathian{/c}."
4328,"{c05}≪ＨＲ3〜4≫{/c}の
{c05}≪リオレイア亜種≫
{/c}から入手可能。{c02}≪ＨＣ限定≫","{c02}[HC] {/c}Found in {c05}[HR 3-4] 
{/c}Obtain from 
{c05}Pink Rathian{/c}."
4329,"{c05}≪ＨＲ2≫{/c}の
{c05}≪フルフル亜種≫
{/c}から入手可能。{c02}≪ＨＣ限定≫","{c02}[HC] {/c}Found in {c05}[HR 2] 
{/c}Obtain from 
{c05}Red Khezu{/c}."
4330,"{c05}≪ＨＲ3〜4≫{/c}の
{c05}≪フルフル亜種≫
{/c}から入手可能。{c02}≪ＨＣ限定≫","{c02}[HC] {/c}Found in {c05}[HR 3-4] 
{/c}Obtain from 
{c05}Red Khezu{/c}."
4331,"{c05}≪ＨＲ3≫{/c}の
{c05}≪ヒプノック繁殖期≫
{/c}から入手可能。{c02}≪ＨＣ限定≫","{c02}[HC] {/c}Found in {c05}[HR 3] 
{/c}Obtain from 
{c05}Bright Hypnoc{/c}."
4332,"{c05}≪ＨＲ4≫{/c}の
{c05}≪ヒプノック繁殖期≫
{/c}から入手可能。{c02}≪ＨＣ限定≫","{c02}[HC] {/c}Found in {c05}[HR 4] 
{/c}Obtain from 
{c05}Bright Hypnoc{/c}."
4333,"クエストの{c05}≪納品用≫{/c}
{c02}持ち帰り不可。","Obtained during {c05}Quests
{c02}Cannot be kept after 
a quest{/c}."
4334,"クエストの{c05}≪納品用≫{/c}
{c02}持ち帰り不可。","Obtained during {c05}Quests
{c02}Cannot be kept after 
a quest{/c}."
4335,"クエストの{c05}≪納品用≫{/c}
{c02}持ち帰り不可。","Obtained during {c05}Quests
{c02}Cannot be kept after 
a quest{/c}."
4336,"{c05}≪マイガーデン≫{/c}の
{c05}≪グーククエスト≫{/c}から入手可能。","Obtain from 
{c05}My Garden 
[Gook Menu]{/c}."
4337,"{c05}≪マイガーデン≫{/c}の
{c05}≪グーククエスト≫{/c}から入手可能。","Obtain from 
{c05}My Garden 
[Gook Menu]{/c}."
4338,"{c05}≪メンバーサイト≫{/c}の{c05}≪ニュース≫{/c}
{c05}≪イベント・キャンペーン≫{/c}を
ご確認ください。","Obtain from an 
{c05}Event Quest{/c}."
4339,dummy,
4340,{c05}≪グーク≫{/c}から入手可能。,"Obtain from 
{c05}Gook Quests{/c}."
4341,{c05}≪グーク≫{/c}から入手可能。,"Obtain from 
{c05}Gook Quests{/c}."
4342,"{c05}≪メンバーサイト≫{/c}の{c05}≪ニュース≫{/c}
{c05}≪イベント・キャンペーン≫{/c}を
ご確認ください。","Obtain from an 
{c05}Event Quest{/c}."
4343,"{c05}≪メンバーサイト≫{/c}の{c05}≪ニュース≫{/c}
{c05}≪イベント・キャンペーン≫{/c}を
ご確認ください。","Obtain from an 
{c05}Event Quest{/c}."
4344,dummy,
4345,"{c05}≪メンバーサイト≫{/c}の{c05}≪ニュース≫{/c}
{c05}≪イベント・キャンペーン≫{/c}を
ご確認ください。","Obtain from an 
{c05}Event Quest{/c}."
4346,"{c05}≪メンバーサイト≫{/c}の{c05}≪ニュース≫{/c}
{c05}≪イベント・キャンペーン≫{/c}を
ご確認ください。","Obtain from an 
{c05}Event Quest{/c}."
4347,"{c05}≪メンバーサイト≫{/c}の{c05}≪ニュース≫{/c}
{c05}≪イベント・キャンペーン≫{/c}を
ご確認ください。","Obtain from an 
{c05}Event Quest{/c}."
4348,"{c05}≪精算アイテム≫
{c02}持ち帰り不可。","{c05}Account Item 
{c02}Cannot be brought 
back from quests{/c}."
4349,"{c05}≪精算アイテム≫
{c02}持ち帰り不可。","{c05}Account Item 
{c02}Cannot be brought 
back from quests{/c}."
4350,"{c05}≪精算アイテム≫
{c02}持ち帰り不可。","{c05}Account Item 
{c02}Cannot be brought 
back from quests{/c}."
4351,"{c05}≪ＨＲ5〜6≫{/c}の
{c05}≪ドラギュロス≫≪グレンゼブル≫
{/c}から入手可能。","Found in {c05}[HR 5-6] 
{/c}Obtain from {c05}Gurenzeburu
{/c}or {c05}Doragyurosu{/c}."
4352,"{c05}≪ＨＲ5〜6≫{/c}の
{c05}≪ベルキュロス≫≪デュラガウア≫
{/c}から入手可能。","Found in {c05}[HR 5-6] 
{/c}Obtain from {c05}Berukyurosu
{/c}or {c05}Dyuragaua{/c}."
4353,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4354,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4355,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4356,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4357,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4358,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4359,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4360,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4361,"{c05}≪メンバーサイト≫{/c}の{c05}≪ニュース≫{/c}
{c05}≪イベント・キャンペーン≫{/c}を
ご確認ください。","Obtain from an 
{c05}Event Quest{/c}."
4362,"{c05}≪メンバーサイト≫{/c}の{c05}≪ニュース≫{/c}
{c05}≪イベント・キャンペーン≫{/c}を
ご確認ください。","Obtain from an 
{c05}Event Quest{/c}."
4363,"{c05}≪メンバーサイト≫{/c}の{c05}≪ニュース≫{/c}
{c05}≪イベント・キャンペーン≫{/c}を
ご確認ください。","Obtain from an 
{c05}Event Quest{/c}."
4364,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4365,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4366,"{c05}≪メンバーサイト≫{/c}の
{c05}≪アイテム商品一覧≫{/c}を
ご確認ください。","{c05}Package Item {/c}or 
Please check site 
for details."
4367,"{c05}≪ＨＲ5〜6≫{/c}の
{c05}≪特殊素材クエスト≫{/c}の報酬
から入手可能。","Trading: {c05}GCP {/c}or 
{c05}Npoints{/c}."
4368,"{c05}≪ＨＲ4≫{/c}の
{c05}≪猟団クエスト≫{/c}の報酬
から入手可能。","Found in {c05}[HR 4] 
{/c}Obtain from 
{c05}Guild Quests{/c}."
4369,"{c05}≪ＨＲ4≫{/c}の
{c05}≪猟団クエスト≫{/c}の報酬
から入手可能。","Found in {c05}[HR 4] 
{/c}Obtain from 
{c05}Guild Quests{/c}."
